"","gene","clone_id","AASA_fold_clone","AASA_fdr_clone","log2FoldChange","fdr"
"1","MTNR1A","SB03039A2C05.f1",0.848068292,0.159151157,-0.237747650190036,0.798190199789512
"2","UCHL1","SB010016000F04",0.539086842,0.000101678,-0.891410398104502,3.99277300491575
"3","FOXP2","SB03037A2A04.f1",0.853171441,0.216254267,-0.229092421071583,0.665035314539348
"4","ALDH1A2","SB010014000H02",0.90780282,0.688638613,-0.139549125014622,0.162008629405557
"5","ZFAND5","SB02014A1G02.f2",0.993548034,0.952770647,-0.00933837729825576,0.0210116310826817
"6","GRIA2","SB02033B1H11.f1",1.172133021,0.15267493,0.229136305124597,0.816232270451931
"7","GRIA2","SB02035B1G08.f1",1.58761036,0.005270807,0.66685688183175,2.27812288596102
"8","GRIA2","SB03031A1A11.f1",1.094635299,0.19896845,0.130450285384635,0.701215783274687
"9","CYP19A1","SB03019B2H09.f1",1.264028652,0.430466699,0.338029165753798,0.366060440028994
"10","GRIN1","SB02031A2C07.f1",1.244735,0.010466912,0.315838629940211,1.98018142712439
"11","GRIN1","SB03033B1F12.f1",1.256712781,0.008276451,0.329654962586613,2.08215585180589
"12","GRIN1","SB03035B1F04.f1",1.014127859,0.895425918,0.0202395556119559,0.047970339166916
"13","SCAMP1","SB02022B1G01.f1",1.13964383,0.129316549,0.188583013004368,0.888345893685095
"14","SCAMP1","SB02027B1F02.f1",1.104735664,0.317760668,0.143701209564887,0.497899860205077
"15","RPL37","SB02020A1B08.f1",0.595603501,0.002445091,-0.747575860677737,2.61170497291565
"16","RPL17","SB02008A1B06.f1",0.68528114,0.004588221,-0.54523211254726,2.33835567168425
"17","RPL17","SB02008A1C04.f1",0.715627208,9.3527e-05,-0.482719855484586,4.02906299599074
"18","RPL17","SB02033A1H07.f1",0.71960514,0.000749858,-0.474722603370193,3.12502097081529
"19","PLP1","SB02013A1G02.f1",1.069132911,0.710084055,0.0964412151923852,0.148690239362608
"20","CHD1","SB02028B1A10.f1",1.275309621,0.04569649,0.350847548615972,1.34011715730815
"21","CHD1","SB03038A1E08.f1",1.120759467,0.354703513,0.164476685814002,0.450134510234119
"22","EGR1","SB03026B1F05.f1",0.837760867,0.291448496,-0.255389599443499,0.535438181485679
"23","FNDC9","SB010015000A05",0.909749265,0.596675184,-0.136459114394791,0.224262024290944
"24","FNDC9","SB03030B2C09.f1",0.739838097,0.149232271,-0.434718502809016,0.826137251918617
"25","SEM1","SB010012000C02",0.656252925,0.000102361,-0.607676146937674,3.98986547999118
"26","TUBB4B","SB02013B2F04.f1",0.95654149,0.802855741,-0.0641005480419866,0.0953624827611159
"27","TUBB4B","SB02031B2D09.f1",0.805338956,0.083945548,-0.312331973502288,1.07600233145331
"28","CKS1B","SB02015A2A04.f1",0.764419713,0.002951593,-0.387563111599947,2.52994352829896
"29","SPRYD7","SB02003A2B02.f2",0.806741658,0.032062918,-0.309821340085593,1.49399695566777
"30","IGF2","SB02046A1F05.f1",1.034634727,0.612029359,0.0491215208084492,0.213227744282755
"31","REEP5","SB03035B2E01.f1",0.660611489,0.000815159,-0.598126034468903,3.08875767213405
"32","LOC100190380","SB02005B2F05.f1",0.666079182,0.001109559,-0.586234403043633,2.95484959952195
"33","LOC100190380","SB02010A2G04.f1",0.635431025,9.8719e-05,-0.654192563348816,4.0055992525884
"34","LOC100190380","SB02020A2H02.f1",0.756222461,0.008212898,-0.403117394607338,2.08550357085493
"35","RAB1A","SB03024A2A08.f1",1.049398343,0.620541759,0.0695624170796658,0.207228987585009
"36","FMR1","SB03027A1E03.f1",0.748306359,0.022899585,-0.418299059903942,1.64017238813361
"37","FMR1","SB03051B2F08.f1",0.750547713,0.010915665,-0.413984306691661,1.96194980122529
"38","GPX1","SB010018000B02",0.626690239,0.007355198,-0.674175572250991,2.1334056316856
"39","OAZ2","SB03009B1H06.f1",0.969518856,0.787011267,-0.0446591375628741,0.104019050155673
"40","CYCS","SB02029A2B07.f1",0.822618047,0.018884691,-0.28170537214729,1.72389011690438
"41","HINT1","SB03013A2E02.f1",0.781656404,0.000834643,-0.355393519552575,3.07849924461633
"42","JMJD8","SB03005B2D09.f1",0.916613615,0.1418127,-0.1256143798198,0.848284874280305
"43","JMJD8","SB03008A1H04.f1",0.968852727,0.626065273,-0.0456507132247877,0.203380385278527
"44","PARK7","SB02004A1D08.f1",0.789102037,0.018820154,-0.341716230952947,1.72537682718525
"45","HSPH1","SB02004B1H07.f1",1.252960089,0.04658785,0.325340460694238,1.33172733150673
"46","HSPH1","SB03004B2F06.f1",1.212079275,0.057653893,0.277484060122053,1.23917136224031
"47","HSPH1","SB02037B1G01.f1",1.183694622,0.074357925,0.243296932190119,1.12867273796447
"48","MAPKAPK5","SB03029B2A05.f1",0.962242592,0.789716921,-0.0555274356592532,0.102528556404819
"49","RPL7","SB02011B1D09.f1",0.687964066,0.000910586,-0.539594883386568,3.04067903113027
"50","IER3IP1","SB02042A1H03.f1",0.773281752,0.000689993,-0.370933926336874,3.16115531517114
"51","SFT2D1","SB02012A1H02.f1",0.876755768,0.1089385,-0.189753078177312,0.962818608925267
"52","SFT2D1","SB03002A2E04.f1",0.946035621,0.278324612,-0.0800335886244432,0.555448387689774
"53","SFT2D1","SB03044A2C06.f1",0.931312421,0.493021866,-0.1026628748825,0.307133818912317
"54","TBL1X","SB02008B2E08.f1",1.040573665,0.678114059,0.0573791009389969,0.168697251519131
"55","NTPCR","SB03039A1A08.f1",0.776007474,0.029262959,-0.36585754730639,1.53368176117729
"56","UBLCP1","SB02035B2C03.f1",0.970046691,0.557121668,-0.0438739050587346,0.254049950300501
"57","UBLCP1","SB03020B2A10.f1",0.898303711,0.36499633,-0.154724801062136,0.437711502307256
"58","UCK2","SB03022B2E05.f1",0.972158024,0.801251067,-0.0407372523412232,0.0962313791368969
"59","DDT","SB02006B1A02.f1",0.793100235,0.04461108,-0.334424884192721,1.3505572626951
"60","ECHS1","SB03028A2G09.f1",0.818348388,0.062777993,-0.289212935537812,1.2021925727226
"61","PAK1","SB03050B1A05.f1",0.90927449,0.227020174,-0.137212216768203,0.64393554779553
"62","LYRM1","SB02022A1C10.f1",0.947819569,0.60846711,-0.0773156472447569,0.215762892095468
"63","MBNL2","SB03007A1G05.f1",1.015687219,0.88572419,0.0224561923942038,0.0527014941501828
"64","SMCO4","SB03031A1H05.f1",0.885055349,0.255098098,-0.176160414572056,0.593292779458356
"65","MZT1","SB02018B2H02.f1",0.695148016,0.003165781,-0.524607895161862,2.49951913172925
"66","EIF3I","SB02004B1G04.f1",1.118271993,0.509020161,0.161271132033568,0.293265016017564
"67","EIF3I","SB03034A1A12.f1",0.91641929,0.385682251,-0.12592026818013,0.41377034679671
"68","EIF3I","SB03037B2G02.f1",0.922970662,0.410687879,-0.11564330450255,0.386488114680061
"69","HPCAL1","SB02020A2E03.f1",0.925653691,0.713219733,-0.11145554689298,0.146776649492118
"70","C17H9orf16","SB02012B2G06.f1",0.791903358,0.006667937,-0.3366037169074,2.17600851212562
"71","C17H9orf16","SB02040A1F04.f1",1.108923281,0.097786296,0.149159558511857,1.00972200399148
"72","OAZ1","SB02017B2C05.f1",0.900816633,0.368225722,-0.150694628786854,0.433885877612319
"73","DNAJC6","SB03001A1A02.f1",1.225947695,0.017686392,0.293897427826539,1.75236075354059
"74","DNAJC6","SB03038A2A10.f1",1.258180578,0.038053789,0.331338997168673,1.41960209421887
"75","ERCC5","SB02015A1B11.f1",0.888661241,0.12467378,-0.17029452855341,0.904224872893921
"76","BIVM","SB03027B1G01.f1",1.008285031,0.954881451,0.0119035303875027,0.0200505429422828
"77","FARP1","SB03008A1C04.f1",1.040454174,0.783126629,0.0572134240844257,0.106168008274735
"78","MOSPD2","SB02018B1H06.f1",1.184864898,0.039404974,0.244722567902292,1.40444895471225
"79","MOSPD2","SB02025B1C07.f1",1.181368603,0.025866216,0.24045917536164,1.58726710010135
"80","TMEM39B","SB02005A2E04.f1",1.048253334,0.483580124,0.0679874187248391,0.315531557717213
"81","TRPM7","SB03051A2D02.f1",1.22148038,0.014776242,0.288630690535967,1.83043600479007
"82","CNTNAP2","SB02009B1A02.f1",1.147455359,0.467058175,0.198438027624191,0.330629021986441
"83","PRXL2A","SB02048A1A10.f1",0.686841257,0.004095732,-0.541951393518177,2.38766846871412
"84","ANTKMT","SB02017A2F01.f1",0.883232101,0.068114713,-0.179135487182631,1.16675906893073
"85","MEAF6","SB03049A1G12.f1",0.992878616,0.931466874,-0.0103107424902363,0.0308325854213283
"86","UQCR10","SB010008000G06",0.605162056,0.001539946,-0.724606562284399,2.81249450793834
"87","IFI6","SB02039A2D07.f1",0.798513005,0.379459344,-0.324612190574311,0.420834748417533
"88","LOC100190442","SB02025A2H05.f1",1.015002177,0.961356438,0.0214828217392552,0.0171155609725551
"89","INIP","SB020002000F11",0.922146795,0.300887688,-0.116931665749942,0.521595582758614
"90","CISD1","SB010024000G05",0.684466755,0.000510015,-0.546947624348524,3.29241705072279
"91","CISD1","SB02035B1F01.f1",1.06019801,0.450938446,0.0843337377759308,0.345882736141951
"92","CISD1","SB03030A1G01.f1",0.887592439,0.241700071,-0.172030716969005,0.616723222017241
"93","PCP4","SB03004A2F07.f1",0.650648243,0.01469611,-0.620050298397476,1.83279760600721
"94","UQCRH","SB02007A2A10.f1",0.685290085,0.009776999,-0.545213281118574,2.00979442923521
"95","UQCRH","SB02036B2D11.f1",0.759499657,0.020875816,-0.396878781699847,1.68035653968288
"96","NDUFA12","SB02008B2E04.f1",0.595753385,0.000116858,-0.747212851226597,3.93234155082052
"97","H3F3B","SB02025B2G12.f1",0.721076142,3.938e-05,-0.471776486065074,4.4047242881979
"98","H2AFV","SB02015A1B12.f1",0.79242484,0.013458153,-0.335653990047231,1.87101453869664
"99","LOC100228523","SB02019A1A08.f1",0.683966495,0.05339529,-0.548002440362832,1.27249705041012
"100","H3F3A","SB02008B2G06.f1",0.774195633,0.000685463,-0.369229925034214,3.16401598263888
"101","TAF13","SB02018A2D08.f1",0.766994428,0.001712073,-0.382711997897051,2.76647772165578
"102","NR2F2","SB02013B2B12.f1",1.143715457,0.30205178,0.193728171141065,0.519918600616852
"103","NR2F2","SB03021A1B11.f1",0.940959012,0.669723983,-0.0877962140932023,0.174104148580525
"104","RPS3A","SB02007A1H12.f1",0.619471349,7.8068e-05,-0.690890536672383,4.1075269465491
"105","VSNL1","SB02022B1A07.f1",0.954278747,0.621116275,-0.067517352582333,0.206827090863788
"106","LDHB","SB02003B1A03.f1",0.991261722,0.934108781,-0.0126620736205287,0.0296025453575895
"107","CALM2","SB02018A1E11.f1",0.887791869,0.337454935,-0.171706599343409,0.471784216277677
"108","EIF1","SB02007A1A05.f1",0.94897453,0.691921907,-0.0755587283320226,0.159942918943261
"109","GAPDH","SB02020B1G07.f1",0.81424827,0.040733909,-0.296459345498081,1.39004391115952
"110","GAPDH","SB02023A1H08.f1",0.837271134,0.194936808,-0.256233207673275,0.710106149584269
"111","FN3KRP","SB02022A2F10.f1",0.920945411,0.465181946,-0.118812451723465,0.332377148854867
"112","EMC2","SB02011A1A08.f1",0.625471842,7.255e-06,-0.676983157452872,5.13936258322625
"113","LHX9","SB02022B2C11.f1",0.847362749,0.325653031,-0.238948387254979,0.487244875295983
"114","LHX9","SB02023A1D03.f1",0.856568571,0.186415285,-0.223359351693286,0.729518480828597
"115","LHX9","SB03002A2B05.f1",0.898031299,0.437737147,-0.155162366930756,0.358786596972501
"116","LHX9","SB03027B2C12.f1",1.039159125,0.876932377,0.055416589055122,0.0570338951494227
"117","NRN1","SB02013A2A01.f1",1.122370745,0.204654029,0.166549310191731,0.688979701029737
"118","NRN1","SB03029A1E02.f1",1.226301336,0.215108033,0.294313532483156,0.667343371005232
"119","RPL27","SB02031A2C04.f1",0.627890341,5.711e-06,-0.671415475753954,5.24328783983523
"120","RPL27","SB02026B1C05.f1",0.537985954,6.583e-06,-0.894359588200397,5.18157614490792
"121","COX7A2","SB02020A2F07.f1",0.545222817,0.000118142,-0.875082156214623,3.92759568134
"122","MRPL33","SB02013B2G11.f1",0.655489884,0.000145849,-0.609354578995097,3.83609654423145
"123","PSMA5","SB02017A1C08.f1",0.952871575,0.580026424,-0.0696463094989054,0.236552221030189
"124","RRP7A","SB02044A1D04.f1",0.892574542,0.246401513,-0.163955436240823,0.608356629764375
"125","OLFM1","SB02047A1G09.f1",1.034042076,0.584400208,0.0482948912635827,0.233289638163415
"126","OLFM1","SB03039A2F08.f1",1.109272809,0.309691003,0.149614218330886,0.509071411382672
"127","OLFM1","SB02012B2A04.f1",0.959038155,0.748663325,-0.0603398813808936,0.125713441267909
"128","CNEP1R1","SB02024A1A05.f1",0.771474843,0.034522231,-0.374308982123614,1.46190114575867
"129","OST4","SB03039A1G11.f1",0.950553374,0.654567781,-0.0731604577629174,0.184045375255139
"130","LYRM4","SB02005A1A08.f1",0.830839247,0.00570135,-0.2673587273869,2.24402229728688
"131","NDUFC2","SB03043B2H01.f1",0.886123086,0.184729082,-0.174420986142895,0.733464727960491
"132","TALDO1","SB02044A1A08.f1",0.711952265,0.001244736,-0.490147580319882,2.90492274969355
"133","SELENOS","SB02007B2G10.f1",0.948138825,0.195267662,-0.0768297831521851,0.709369673649231
"134","SELENOK","SB02007A1D07.f1",0.530020332,1.3411e-05,-0.915880391224831,4.87253883748846
"135","SELENOK","SB03048A1D08.f1",0.569503925,7.255e-06,-0.812222309918817,5.13936258322625
"136","SELENOF","SB03033B2A11.f1",0.696989122,0.003771511,-0.520791954947352,2.42348462128164
"137","TEN1","SB03048B2D09.f1",0.835599396,0.134905536,-0.259116645311589,0.869970228201183
"138","PALM2AKAP2","SB02003B2F06.f1",0.957762358,0.793955097,-0.0622603590356049,0.1002040588784
"139","HBAD","SB02044B1A07.f1",0.96991114,0.885862189,-0.0440755164058276,0.0526338347856271
"140","HBAA","SB02017B2F11.f1",0.704357497,0.154212565,-0.505620239547551,0.81188023920433
"141","PRR5","SB03001B1A12.f1",1.103198359,0.392849577,0.141692215967139,0.405773710144554
"142","NME2","SB02017A1C04.f1",0.752384633,0.014332571,-0.410457711896928,1.84367589816087
"143","KIF1B","SB02013A1F08.f1",1.329084408,0.045601913,0.41043273075108,1.34101693830229
"144","KIF1B","SB02038A1H08.f1",1.480634077,0.001287013,0.566215137908053,2.89041706630482
"145","PGD","SB02013A1G08.f1",0.943577284,0.453135156,-0.083787407822313,0.343772242246962
"146","CENPS","SB010021000D01",0.833665888,0.040841719,-0.262458790718143,1.38889598704293
"147","CENPS","SB02039A2A06.f1",0.729322723,0.005196641,-0.455370751054987,2.28427728454414
"148","CENPS","SB03014A1E03.f1",0.777758336,0.027353303,-0.362606142265074,1.56299022369759
"149","ASB3","SB03001B2B05.f1",0.975206082,0.862362588,-0.036220971345278,0.064310092808534
"150","ASB3","SB03013A2H06.f1",0.978113168,0.831311327,-0.0319266997844887,0.0802363019952996
"151","UBE2V1","SB02046B1B08.f1",0.748683758,0.003045836,-0.417571638031094,2.51629348452345
"152","TMEM189","SB02017A2A07.f1",0.925423778,0.430800603,-0.111813926649848,0.36572369748318
"153","RCC1","SB010011000G07",1.105304165,0.107088451,0.144443434732749,0.970257363317726
"154","MATR3","SB02009B1E09.f1",1.084694081,0.392523356,0.117288213125439,0.406134496676342
"155","MATR3","SB02034A1G12.f1",1.119107578,0.129386145,0.162348726919489,0.88811222654368
"156","MATR3","SB03010A2D03.f1",1.125043707,0.080232587,0.169981050017692,1.09564920428621
"157","PRELID1","SB03018B1E10.f1",0.649870812,4.972e-06,-0.621775141993763,5.30346888003039
"158","PRELID1","SB03039B1G09.f1",0.655708795,1.0594e-05,-0.608872849075614,4.97494003140042
"159","TAF11","SB03049A1D02.f1",1.116437026,0.359818456,0.15890187647183,0.44391656435514
"160","PANK4","SB03009B2G10.f1",0.962160063,0.598737873,-0.0556511771005707,0.222763269807056
"161","TMEM41A","SB02025A1B01.f1",0.765077028,0.003165781,-0.386323089148427,2.49951913172925
"162","TMEM41A","SB02044B2G09.f1",0.786290369,0.016900367,-0.346865911466471,1.77210386436004
"163","SLC7A6OS","SB03026B1G09.f1",0.916796222,0.226612863,-0.125326995942081,0.644715442348296
"164","NUS1","SB02025B2F04.f1",0.749899328,0.000160163,-0.415231164270438,3.79543780505429
"165","SYS1","SB02046A2B05.f1",0.866609167,0.072417982,-0.206546597355019,1.14015358140351
"166","SYS1","SB03051B1A06.f1",0.879244495,0.257948304,-0.185663697804551,0.588467323250501
"167","ISCU","SB02028B2F05.f1",0.733588999,0.005391268,-0.446956090642436,2.26830907885061
"168","TTR","SB02015A2G08.f1",1.164792448,0.784680791,0.220072906881846,0.105306978797438
"169","TTR","SB02032B2F01.f2",1.254485811,0.697141244,0.327096153078133,0.156679222941662
"170","TTR","SB02026B2H07.f1",1.394493605,0.573756211,0.479741318334715,0.24127260012409
"171","TTR","SB03038B1F04.f1",1.410407263,0.614903912,0.496111809058241,0.211192743978268
"172","MRPS6","SB02029A1C04.f1",0.832201782,0.084440542,-0.264994717247528,1.07344898774176
"173","MRPS6","SB03024B1C11.f1",0.857575681,0.130411803,-0.22166410023692,0.884683100737549
"174","MRPS25","SB02007A1F11.f1",0.801737554,0.008010882,-0.318798042131696,2.09631966535828
"175","MRPS25","SB02007B2F01.f1",0.810616621,0.005796165,-0.302908337972337,2.23685925992109
"176","PITPNB","SB02025A1B11.f1",0.877207028,0.297175417,-0.189010724257376,0.52698711921435
"177","PITPNB","SB02030A2B01.f1",0.880328035,0.233427463,-0.18388688217968,0.63184805005708
"178","PITPNB","SB03022A2A03.f1",0.79816806,0.010070875,-0.325235546684094,1.9969327944749
"179","COPS7A","SB03041A1G03.f1",0.972523766,0.824777563,-0.0401945885711612,0.08366316197991
"180","LOC100190722","SB02031B1F11.f1",0.878676689,0.218170646,-0.186595674660318,0.661203682426865
"181","LOC100190722","SB03030A1A11.f1",0.795565087,0.003822047,-0.329948129320472,2.4177039766962
"182","CNIH1","SB02018A2A05.f1",0.809790616,0.005760995,-0.304379169986977,2.23950250169994
"183","CNIH1","SB02029B2E03.f1",0.911388877,0.210209678,-0.13386133151829,0.677347293040224
"184","RPL30","SB02007A1A01.f1",0.929527935,0.453135156,-0.105429871936936,0.343772242246962
"185","RPL30","SB02027B1E10.f1",0.930308571,0.455767953,-0.104218776500919,0.341256215190223
"186","RPL30","SB02028A2C08.f1",0.939988682,0.592614413,-0.0892847088638684,0.227227790233206
"187","LOC100190467","SB02013A1F10.f1",0.634729706,9.3527e-05,-0.655785731081857,4.02906299599074
"188","DTD1","SB02015A1E08.f1",0.774485552,0.001071679,-0.368689769045368,2.96993527938683
"189","DTD1","SB03027A1G02.f1",0.818985154,0.022467788,-0.288090794968213,1.6484396826624
"190","LOC100189956","SB03032A2G01.f1",0.851261676,0.100206192,-0.232325413461011,0.999105441459338
"191","RPLP1","SB02009B1F07.f1",0.833725514,0.042231124,-0.262355609024341,1.374367359482
"192","RPLP1","SB02042B2G04.f1",0.738935028,0.00192259,-0.436480576122111,2.71611332092133
"193","RPLP1","SB03004A1B10.f1",0.690058997,3.5612e-05,-0.535208383662123,4.44840363529589
"194","TMEM167A","SB02011A1C08.f1",0.964696586,0.793955097,-0.0518528340645839,0.1002040588784
"195","TMEM167A","SB02029B2E07.f1",0.700287699,0.013327874,-0.513980349045467,1.87523912168184
"196","TMEM167A","SB02047B2C04.f1",0.77750993,0.006588302,-0.3630669940875,2.18122650149872
"197","NDUFB4","SB02007A1D09.f1",0.863839385,0.104937607,-0.211165000096471,0.979068843687754
"198","NDUFB4","SB03002B1D11.f1",0.78776914,0.029302444,-0.344155192838926,1.53309615536438
"199","LOC100189957","SB03025A1B09.f2",0.649737885,0.000685463,-0.622070266402844,3.16401598263888
"200","PSMC2","SB03013A1C05.f1",1.01992524,0.848631681,0.028463407261427,0.0712807592455099
"201","MBP","SB02032A1C05.f2",0.857281599,0.523721221,-0.22215891767989,0.280899828282054
"202","LAMTOR2","SB03021B1B02.f1",0.845645451,0.005680767,-0.241875175392262,2.24559302320108
"203","CKB","SB02034A2H01.f1",0.806365931,0.091412682,-0.310493408697912,1.03899354889911
"204","CKB","SB02034B2D05.f1",0.82560764,0.154026575,-0.276471773666997,0.812404341630078
"205","ANAPC13","SB03016A2F12.f1",0.694481752,0.06361351,-0.525991308016871,1.19645064071374
"206","RARRES2","SB010020000D05",0.913005567,0.392849577,-0.131304437899325,0.405773710144554
"207","VPS26A","SB03028A1G06.f1",0.7626135,0.003366083,-0.390976024601379,2.47287517950768
"208","TUSC3","SB03006A1A11.f1",0.690880122,0.000834643,-0.53349269165403,3.07849924461633
"209","PSME3IP1","SB010018000C03",0.918905996,0.543032316,-0.122010813396228,0.265174324660019
"210","ADRM1","SB02035B1C09.f1",0.902553116,0.158320147,-0.147916256588526,0.80046381555975
"211","ADRM1","SB02038B2G04.f1",0.912897362,0.24790261,-0.131475429264313,0.605718900813337
"212","ADRM1","SB03014B1D12.f1",0.8805474,0.070972403,-0.183527428247856,1.14891049007938
"213","ADRM1","SB03037A1H10.f1",0.790952256,0.008878022,-0.338337482503938,2.0516837831148
"214","RPS25","SB02005A2E07.f1",0.877731088,0.027769978,-0.188149088421094,1.55642446430744
"215","TM2D2","SB02010A2B12.f1",1.130468842,0.221816794,0.176921229054011,0.65400557601634
"216","TM2D2","SB03023B1A08.f1",0.998867456,0.995573915,-0.00163484155222791,0.00192649085007446
"217","CWC25","SB03035B2G02.f1",1.182452903,0.033296798,0.241782722286466,1.47759752858957
"218","POLDIP2","SB02042A1D02.f1",0.809787505,0.015353669,-0.30438471244796,1.8137878263072
"219","POLDIP2","SB03034A1B10.f1",0.958879845,0.678306389,-0.0605780490736123,0.168574092275421
"220","SHISA5","SB02047B1C11.f1",0.900719171,0.400513324,-0.150850726649467,0.397383031531243
"221","NSG2","SB02036A2C07.f1",0.935495135,0.5623119,-0.0961979440718899,0.250022725578897
"222","LOC100190731","SB03025A2B08.f2",0.81052463,0.016554515,-0.303072068257489,1.78108353831325
"223","RPS11","SB03048A1A03.f1",0.6875035,0.0003775,-0.540561036752099,3.42308304403479
"224","CCK","SB02017B1A07.f1",0.536720058,0.006112335,-0.897758290181632,2.21379285131318
"225","LDAF1","SB02045A1B03.f1",0.919509397,0.505966953,-0.12106377643718,0.295877847979242
"226","SOD1","SB02025B2B05.f1",0.818744023,0.074668731,-0.288515625282412,1.12686122947234
"227","SOD1","SB02026B2E08.f1",0.753207959,0.006087632,-0.408879850180622,2.21555160873417
"228","SOD1","SB02046B1H08.f1",0.723713391,0.021671234,-0.46650962858489,1.66411635844796
"229","SOD1","SB03027B2A06.f1",0.794336002,0.021632234,-0.332178702278539,1.66489862786683
"230","SOD1","SB03020A2F07.f1",0.81510541,0.114698106,-0.294941453150215,0.940443753507103
"231","NCS1","SB02006B2F02.f1",0.964352175,0.628542699,-0.0523679895723685,0.201665213904527
"232","MRPL12","SB02040B1F01.f1",0.783741773,0.016733465,-0.351549700978295,1.77641412033071
"233","STMN1","SB02016B1G11.f1",0.985501598,0.922096123,-0.021069884273288,0.0352238039870005
"234","STMN1","SB02008A2C09.f1",0.918567856,0.505743428,-0.122541795544466,0.296069752060627
"235","VPS29","SB010008000F06",0.796106682,0.086344218,-0.328966323314932,1.0637667394488
"236","VPS29","SB03041A2D09.f1",0.6746833,9.064e-06,-0.567717642707153,5.04268010314466
"237","MMADHC","SB02016A2B01.f1",0.751781553,0.025086053,-0.411614579509003,1.60056766451897
"238","MMADHC","SB02024B1D12.f1",0.919668994,0.068688368,-0.120813393111511,1.16311680211264
"239","MMADHC","SB03005B2D11.f1",0.869518073,0.059595373,-0.201712080516513,1.2247874576855
"240","MMADHC","SB03024A2E12.f1",1.016488512,0.915217308,0.0235939104366696,0.0384757753759896
"241","RNF113A2","SB03027A1E06.f1",0.994391405,0.943038389,-0.00811426834558237,0.0254706277382618
"242","POLR2D","SB02015A1G08.f1",0.756712682,6.0355e-05,-0.402182470947639,4.21928674574126
"243","FABP3","SB02032B1E11.f2",1.017646249,0.92608999,0.0252361434302061,0.0333468100118891
"244","APOA1","SB02004A2H12.f1",0.716893887,0.048413958,-0.480168504590915,1.31502941090811
"245","APOA1","SB03009B1G03.f1",0.754609122,0.049531608,-0.406198554791527,1.30511757280109
"246","SNRPD3","SB03023A2G09.f1",0.679354372,0.000166558,-0.557763770252646,3.77843450273615
"247","COMMD3","SB02004B2F06.f1",0.885638611,0.06389163,-0.175209974524954,1.19455603202789
"248","COMMD3","SB03005A2G06.f1",0.740265624,0.00298857,-0.43388505973182,2.52453656741681
"249","TMEM230","SB02049A2A08.f1",0.929932062,0.49038941,-0.104802773716044,0.30945891701375
"250","CTSB","SB02026A1A02.f1",1.303486564,0.070591913,0.38237571202539,1.15124504881565
"251","RPL35","SB02012B2D09.f1",0.757233095,0.023686221,-0.401190629237992,1.62550422293118
"252","RPL35","SB02036A1H12.f1",0.865285404,0.132652503,-0.208752028008021,0.877284550967498
"253","MED7","SB03019B1B06.f1",0.990917392,0.939471492,-0.0131633029846336,0.0271163939082509
"254","LOC100190483","SB02026B2E09.f1",0.600050443,0.000810797,-0.736844309487858,3.09108786689301
"255","LOC100190483","SB03022A1F06.f1",0.730572369,0.060103871,-0.452900904369059,1.22109755628676
"256","LOC100229710","SB02027B2D01.f1",1.144350622,0.226628438,0.19452915274522,0.644685594509878
"257","LOC100229710","SB03021A2E06.f1",1.066167461,0.603107135,0.0924340574027092,0.219605533620244
"258","EXOSC5","SB03025B1E06.f2",0.791092268,0.075727511,-0.338082123548449,1.12074631726399
"259","MDH2","SB02022B2G01.f1",0.911761616,0.301395855,-0.133271420025627,0.520862724692276
"260","MDH2","SB02041A1E02.f1",0.935219742,0.682617156,-0.0966227101580001,0.165822800935051
"261","MDH2","SB03011B2H03.f1",1.188799964,0.027769978,0.249505977300535,1.55642446430744
"262","MDH2","SB03051A2H12.f1",0.834023788,0.085504572,-0.261839562128445,1.06801066256674
"263","NDUFB8","SB03017B1D02.f1",0.712621848,0.006701317,-0.488791379704013,2.17383983765362
"264","CXCL12","SB03043B2C01.f1",1.024524038,0.837541381,0.0349538341261767,0.076993726266064
"265","LOC100190229","SB03010A2H08.f1",0.806078049,0.057291849,-0.311008559541384,1.24190716138559
"266","FAM32A","SB02045A2D05.f1",0.806897942,0.015761902,-0.309541884682447,1.80239137705815
"267","FAM32A","SB02049B2E03.f1",0.811507305,0.056942859,-0.301324013250481,1.24456073148564
"268","HNRNPDL","SB02003A2D09.f2",0.87516061,0.205400441,-0.192380289385456,0.68739862829638
"269","DBX2","SB03048A2F05.f1",0.840300258,0.060368374,-0.251023167798576,1.21919052155149
"270","DCTN3","SB03001B1A07.f1",0.815498035,0.050019354,-0.294246694221412,1.3008619214829
"271","EIF4E","SB010010000A11",0.870492678,0.098334698,-0.200095931942078,1.00729321165922
"272","SRSF7","SB02024B2G07.f1",0.980691996,0.85125066,-0.0281279916895878,0.0699425383575761
"273","SRSF7","SB03011B2G08.f1",0.841311966,0.101279222,-0.249287230975925,0.994479643448409
"274","SRSF7","SB03044A2C04.f1",0.802586381,0.181580561,-0.317271419495175,0.740930646466408
"275","TCEA2","SB010017000C08",0.798059864,0.023341704,-0.325431125060511,1.63186744260152
"276","SERPINI1","SB02006A1H11.f1",0.903302715,0.354324588,-0.146718549879604,0.450598709190382
"277","FAM168A","SB03049A1B09.f1",1.176586457,0.272746551,0.234607335438829,0.564240732549478
"278","FAM168A","SB03050B1A08.f1",1.180481428,0.338306024,0.239375344452565,0.470690268937806
"279","SUMO1","SB02024A1D08.f1",0.817205331,0.000415851,-0.291229479433235,3.38106224982816
"280","THY1","SB03004A2D06.f1",0.96347375,0.699385502,-0.0536827342934194,0.155283374695718
